TARGET_CLASS,BranchCoverage
com.google.common.base.Absent,0.9285714285714285
com.google.common.base.AbstractIterator,0.0
com.google.common.base.Ascii,0.9757575757575757
com.google.common.base.CharMatcher,0.872093023255814
com.google.common.base.CommonPattern,1.0
com.google.common.base.Converter,0.7461538461538462
com.google.common.base.Defaults,0.5
com.google.common.base.Enums,0.42857142857142855
com.google.common.base.Equivalence,0.6212121212121212
com.google.common.base.ExtraObjectsMethodsForWeb,0.0
com.google.common.base.FinalizableReferenceQueue,0.6
com.google.common.base.FunctionalEquivalence,0.8205128205128206
com.google.common.base.Functions,0.6615384615384615
com.google.common.base.JdkPattern,0.6
com.google.common.base.Joiner,1.0
com.google.common.base.MoreObjects,0.9714285714285714
com.google.common.base.Objects,0.8571428571428571
com.google.common.base.Optional,0.5384615384615384
com.google.common.base.PairwiseEquivalence,1.0
com.google.common.base.Platform,0.8571428571428571
com.google.common.base.Preconditions,1.0
com.google.common.base.Predicates,0.3888888888888889
com.google.common.base.Present,1.0
com.google.common.base.SmallCharMatcher,0.9629629629629628
com.google.common.base.Splitter,0.9269662921348314
com.google.common.base.Stopwatch,0.9302325581395348
com.google.common.base.Strings,0.8368794326241135
com.google.common.base.Throwables,0.7352941176470589
com.google.common.base.Ticker,0.5
com.google.common.base.Utf8,0.7916666666666666
com.google.common.base.Verify,1.0
com.google.common.base.VerifyException,1.0
com.google.common.base.internal.Finalizer,0.13333333333333333
com.google.common.cache.AbstractCache,0.27586206896551724
com.google.common.cache.AbstractLoadingCache,0.0
com.google.common.cache.CacheBuilder,0.9040767386091128
com.google.common.cache.CacheBuilderSpec,0.960093896713615
com.google.common.cache.CacheLoader,0.9444444444444444
com.google.common.cache.CacheStats,1.0
com.google.common.cache.ForwardingCache,0.8222222222222223
com.google.common.cache.ForwardingLoadingCache,0.0
com.google.common.cache.LongAddables,0.3333333333333333
com.google.common.cache.LongAdder,0.8421052631578947
com.google.common.cache.RemovalNotification,1.0
com.google.common.cache.Striped64,0.5492957746478874
com.google.common.collect.AbstractBiMap,0.6136363636363636
com.google.common.collect.AbstractIndexedListIterator,0.0
com.google.common.collect.AbstractIterator,0.9375
com.google.common.collect.AbstractListMultimap,0.0
com.google.common.collect.AbstractMapBasedMultiset,0.9
com.google.common.collect.AbstractMapEntry,0.8205128205128206
com.google.common.collect.AbstractMultiset,0.0
com.google.common.collect.AbstractNavigableMap,0.9615384615384617
com.google.common.collect.AbstractObjectCountMap,0.7857142857142857
com.google.common.collect.AbstractRangeSet,0.8148148148148148
com.google.common.collect.AbstractSequentialIterator,0.0
com.google.common.collect.AbstractSetMultimap,0.0
com.google.common.collect.AbstractSortedKeySortedSetMultimap,0.0
com.google.common.collect.AbstractSortedMultiset,0.9545454545454546
com.google.common.collect.AbstractSortedSetMultimap,0.0
com.google.common.collect.AllEqualOrdering,0.8571428571428571
com.google.common.collect.ArrayListMultimapGwtSerializationDependencies,0.0
com.google.common.collect.BinaryTreeTraverser,0.0
com.google.common.collect.CartesianList,0.0
com.google.common.collect.CollectPreconditions,1.0
com.google.common.collect.Collections2,0.7823129251700681
com.google.common.collect.ComparatorOrdering,1.0
com.google.common.collect.Comparators,1.0
com.google.common.collect.ComparisonChain,0.9230769230769232
com.google.common.collect.CompoundOrdering,0.0
com.google.common.collect.ComputationException,1.0
com.google.common.collect.ConcurrentHashMultiset,0.7103825136612022
com.google.common.collect.ConsumingQueueIterator,1.0
com.google.common.collect.ContiguousSet,1.0
com.google.common.collect.Count,1.0
com.google.common.collect.Cut,0.27884615384615385
com.google.common.collect.DescendingImmutableSortedMultiset,0.0
com.google.common.collect.DescendingImmutableSortedSet,0.0
com.google.common.collect.DescendingMultiset,0.0
com.google.common.collect.DiscreteDomain,0.7446808510638298
com.google.common.collect.EmptyContiguousSet,0.925925925925926
com.google.common.collect.EnumBiMap,0.9090909090909092
com.google.common.collect.EnumCountHashMap,0.7168949771689498
com.google.common.collect.EnumHashBiMap,0.7083333333333334
com.google.common.collect.EnumMultiset,0.6
com.google.common.collect.EvictingQueue,1.0
com.google.common.collect.ExplicitOrdering,0.0
com.google.common.collect.FilteredKeyListMultimap,0.0
com.google.common.collect.FilteredMultimapValues,0.0
com.google.common.collect.FluentIterable,0.9552238805970147
com.google.common.collect.ForwardingBlockingDeque,0.0
com.google.common.collect.ForwardingCollection,0.0
com.google.common.collect.ForwardingConcurrentMap,0.0
com.google.common.collect.ForwardingDeque,0.0
com.google.common.collect.ForwardingIterator,0.0
com.google.common.collect.ForwardingList,0.9230769230769232
com.google.common.collect.ForwardingListIterator,0.0
com.google.common.collect.ForwardingListMultimap,0.0
com.google.common.collect.ForwardingMap,0.9122807017543858
com.google.common.collect.ForwardingMapEntry,0.8235294117647057
com.google.common.collect.ForwardingMultimap,0.0
com.google.common.collect.ForwardingMultiset,0.0
com.google.common.collect.ForwardingNavigableMap,0.42
com.google.common.collect.ForwardingNavigableSet,0.96
com.google.common.collect.ForwardingQueue,0.8888888888888888
com.google.common.collect.ForwardingSet,1.0
com.google.common.collect.ForwardingSetMultimap,0.0
com.google.common.collect.ForwardingSortedMap,0.7857142857142857
com.google.common.collect.ForwardingSortedMultiset,0.043478260869565216
com.google.common.collect.ForwardingSortedSet,1.0
com.google.common.collect.ForwardingSortedSetMultimap,0.0
com.google.common.collect.ForwardingTable,0.0
com.google.common.collect.GeneralRange,0.9945355191256832
com.google.common.collect.HashBiMap,0.6206140350877193
com.google.common.collect.HashMultimap,0.0
com.google.common.collect.HashMultimapGwtSerializationDependencies,0.0
com.google.common.collect.HashMultiset,0.6
com.google.common.collect.Hashing,1.0
com.google.common.collect.ImmutableAsList,0.0
com.google.common.collect.ImmutableBiMap,0.6091954022988505
com.google.common.collect.ImmutableClassToInstanceMap,1.0
com.google.common.collect.ImmutableCollection,0.0
com.google.common.collect.ImmutableEntry,1.0
com.google.common.collect.ImmutableEnumMap,0.6031746031746033
com.google.common.collect.ImmutableEnumSet,0.5
com.google.common.collect.ImmutableMapEntrySet,0.0
com.google.common.collect.ImmutableMapKeySet,0.0
com.google.common.collect.ImmutableMapValues,0.0
com.google.common.collect.ImmutableMultisetGwtSerializationDependencies,0.0
com.google.common.collect.ImmutableRangeMap,0.16666666666666666
com.google.common.collect.ImmutableRangeSet,0.6287878787878788
com.google.common.collect.ImmutableSet,0.0
com.google.common.collect.ImmutableSortedMapFauxverideShim,0.0
com.google.common.collect.ImmutableSortedMultiset,0.0
com.google.common.collect.ImmutableSortedMultisetFauxverideShim,1.0
com.google.common.collect.ImmutableSortedSet,0.0
com.google.common.collect.ImmutableSortedSetFauxverideShim,1.0
com.google.common.collect.Interners,0.5
com.google.common.collect.Iterators,0.8660578386605785
com.google.common.collect.LexicographicalOrdering,1.0
com.google.common.collect.LinkedHashMultimapGwtSerializationDependencies,0.0
com.google.common.collect.LinkedHashMultiset,0.6
com.google.common.collect.LinkedListMultimap,0.0
com.google.common.collect.Lists,0.0
com.google.common.collect.MapMaker,1.0
com.google.common.collect.Maps,0.0
com.google.common.collect.MinMaxPriorityQueue,0.7555555555555555
com.google.common.collect.MultimapBuilder,0.935672514619883
com.google.common.collect.MultitransformedIterator,0.0
com.google.common.collect.MutableClassToInstanceMap,0.7916666666666666
com.google.common.collect.NaturalOrdering,0.875
com.google.common.collect.NullsFirstOrdering,0.0
com.google.common.collect.NullsLastOrdering,0.0
com.google.common.collect.ObjectArrays,1.0
com.google.common.collect.ObjectCountHashMap,0.9078947368421053
com.google.common.collect.ObjectCountLinkedHashMap,0.6170212765957447
com.google.common.collect.Platform,1.0
com.google.common.collect.Queues,0.875
com.google.common.collect.Range,0.8736559139784946
com.google.common.collect.RangeGwtSerializationDependencies,1.0
com.google.common.collect.RegularContiguousSet,0.9137931034482759
com.google.common.collect.RegularImmutableAsList,0.0
com.google.common.collect.RegularImmutableBiMap,0.3333333333333333
com.google.common.collect.RegularImmutableList,1.0
com.google.common.collect.RegularImmutableMap,0.0
com.google.common.collect.RegularImmutableMultiset,0.8055555555555557
com.google.common.collect.RegularImmutableSet,1.0
com.google.common.collect.RegularImmutableSortedMultiset,0.9487179487179489
