,0,1,2,3,4,5,6,7,8,9
cbo,0.014950158418326687,0.018351668056006073,0.016958417992542732,0.016571647873278018,0.03774907927269672,0.02457798514065337,0.032699855379012675,0.015453612236162269,0.018912604487355055,0.030415097411352565
wmc,0.004539831304006258,0.01276373853165582,0.010038828953084411,0.0028091892333277275,0.018343467707348474,0.010449254584481647,0.005480919195924456,0.006707992825210242,0.004128310629137825,0.014598281412019565
dit,0.010482462183093186,0.011055930599870258,0.014423257169646434,0.007030439621585699,0.006219584982593134,0.00608533907435212,0.008382492513838284,0.008175446910496612,0.005529466168487193,0.0037115047788791725
noc,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
rfc,0.23607735762086499,0.2811728995069615,0.29517130930826513,0.22756537300306473,0.24281563458078803,0.2506022995667745,0.24676277384668788,0.2534712768369537,0.2689228066312307,0.17144715208823635
lcom,0.010980288862449892,0.01838929674866333,0.003899908831544791,0.005334759763403436,0.008961532890630322,0.021811276948315476,0.04631647984123263,0.016669227970256422,0.01331624263460691,0.033985687220125196
nom,0.014596198452643136,0.012004535606780845,0.02152696133281948,0.013562770464687478,0.028772324324935532,0.010659054701812857,0.02828385069704171,0.01640103148066075,0.002817737878506292,0.012178206147172615
nopm,0.0007611975541972832,0.012131638791214722,0.02262135394844702,0.0010682107042624897,0.0009246041111015216,0.020601286183956798,0.016231652635105863,0.02049943676136889,0.025655385277650808,0.027118508727186883
nosm,0.021440706827490264,0.029161130122708972,0.0035197053322528664,0.00030301885113138884,0.012330024687103132,0.02154288185995751,0.011187183199995688,0.02880725588687528,0.016268258355560828,0.01913628295340048
nof,0.02279478310063911,0.009171955575611963,0.016871023357741762,0.016905085722242835,0.0027750137665835117,0.02067143676379867,0.019736991620396657,0.015533671985657393,0.0023601176697959927,0.02200616093001384
nopf,0.011955221448170926,0.008334809102768449,0.01752367389360642,0.03701701827883042,0.009565783314188888,0.007726554058314606,0.00626648920281693,0.004544228948510095,0.0072833918931756725,0.011212713394335026
nosf,0.004391460539974155,0.006137201211312195,0.0017986716393463122,0.0068540765929916755,0.0006264240850375928,0.025364231457396295,0.02940105740527582,0.006893631643727491,0.02647590406973906,0.017062094793167115
nosi,0.00577417050429827,0.007813751095977121,0.0005522574062063363,0.010933659187995111,0.009861634615750715,0.011036466112051516,0.004798452429931947,0.018694893250111123,0.008651572676558578,0.0028632710997445196
loc,0.01260146834619565,0.0107165125923062,0.003390859688305778,0.03588399314264616,0.020401496446789926,0.011269608477735636,0.002071078703287055,0.013289704479325436,0.030880274823313958,0.007293837320603487
vocabulary,0.011828212614355722,0.0160694042395253,0.009524935237576672,0.0027542005931990936,0.004916498573129561,0.006044666104303362,0.010133696332452913,0.010734545757187559,0.02044799608301752,0.016290158197786106
length,0.016900244228271,0.007719189698004088,0.0031165155665889436,0.003279886323265672,0.006301130821436476,0.003921536736584656,0.010519945389393473,0.0014161664496390857,4.203675222407555e-06,0.02417145456074519
calculated_length,0.011063160415052472,0.0095955254272059,0.020864748149498253,0.006869518225824019,0.0028233655829278215,0.017962812389903948,0.0049702611325371715,0.012114911487927142,0.027331868816774282,0.006318552213270979
volume,0.0036335167075039255,0.0003686502856602142,0.00426185808107032,0.0006967456203391789,0.006470253349683652,0.0003352439451258722,0.009068950503617158,0.018844055473446173,0.001287522402097426,0.002568702808452782
difficulty,0.028965455364376353,0.011789201666271279,0.0076796475659224915,0.002206513427597285,0.011660649605824053,0.005664232003851172,0.02550803482638582,0.013557468611196222,0.015082179816977594,0.0047525659978009905
effort,0.0012732452190739316,0.003378773243992297,0.0005465218201268504,0.010762819195870304,0.00040139822411381347,0.00875534143663414,0.003040319244749276,0.0029173445195218427,0.0028958917327728904,0.0020388214617111616
time,0.00033671725039525753,0.0009540753527510898,0.008107198645160896,0.009176733728078769,8.705163672410552e-05,0.011703591129310797,0.001609911357828525,0.008725662161304227,0.0005388313199223282,0.002587857787286998
bugs,0.002952194816883449,0.004083727803305135,0.003215597420110923,0.0003679780498900223,0.005201885345859348,0.015932371698673495,0.0006716717059525551,0.01361899316029762,0.004870580577414229,0.0016428338861095527
A,0.017658189548360924,0.02424187016425878,0.05631080724399673,0.07024185023834797,0.04167719279338492,0.018850070921864456,0.02606341466068604,0.04533245123840329,0.027164554546538835,0.008708642712185447
Ca,0.01794702678574113,0.016748646837361485,0.014498905060394824,0.011791415328720908,0.004325095585656635,0.02549498179423085,0.0014906674873335843,0.014848611351192828,0.012589845805502325,0.005011099387577685
Ce,0.04068241988472889,0.053879543022436666,0.07125121749938107,0.03945058097915759,0.12671877702595463,0.06548379296198181,0.08270699601384554,0.04133938897690457,0.08821326712532075,0.05964884902907232
D,0.014355532124224869,0.022969638083678065,0.0037295118156444864,0.04460784902132038,0.02402063206137796,0.022348071903308765,0.012148390392359903,0.02019370078036613,0.010068799263389702,0.013862665890022049
I,0.03142037247622938,0.0052657526660740556,0.012815714436847385,0.012398383046462123,0.002114078956567161,0.020591831520796022,0.0026659288185808218,0.00991868891124164,0.0004503445426938794,0.01881026280426996
V,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
abstract,0.0,0.0,0.0,0.015400916927609013,0.0,0.0,0.0,0.0,0.0,0.0
assert,0.016153376283314046,5.0560153798749266e-05,0.011434304815859221,0.0,0.003068667254981202,0.004747092461386454,0.0018127428156528586,0.01791717978160954,0.03503890938167311,0.0030653301333947807
boolean,0.013265441486219146,0.0027117630914739246,0.012309004932702771,0.006769299343260553,0.000287596456584635,0.010390632673569095,0.014522997494409157,0.02222334670267848,0.01354420334178898,0.005034968063228852
break,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
byte,0.0,0.0,0.008143196964541225,0.0,0.0,0.0,0.0,0.007265544481657342,0.0,0.0
case,0.002228132005110838,0.004443571045461438,0.0,0.002266327072518459,0.0020210541609396913,1.210638256498559e-05,0.0,0.0025723674024932014,0.0007198613344990276,0.008110720888761856
catch,0.002581508151396893,3.54795028271794e-05,0.0034563121487496914,0.0003064525704986383,0.009726304549208255,0.0,0.0030545607898922055,0.0,0.0,0.0
char,0.0,0.005036228342480799,0.0,0.0,0.0,0.0,0.00517107059944165,0.0,3.8017300864030174e-05,0.0
const,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
continue,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
default,0.003477551981909265,0.00967118090777193,0.008009528129561478,0.006663115507069639,0.006736590577118629,0.01294557418445966,0.006288356718285228,0.010391653686177522,0.0050695510982368165,0.0017217220642509624
do,0.0006154120272131341,0.00010706358178871021,0.0003529957288672157,7.177855069748912e-05,4.126561791041388e-05,0.0,0.0,0.0008760117992266956,0.0,0.0017594045138171763
double,0.012516538904414926,0.014047762037690592,0.02811026548462813,0.013624073217204389,0.010553932928316941,0.033641056176582085,0.018787026919817554,0.014571310973681369,0.0036462392386243997,0.008882921568890782
else,0.0028015107845400754,0.004705521527763634,0.0077792316123162265,0.011481965325343155,0.01326183743111805,0.004439559684002077,0.004695201696647996,0.0015157543650692567,0.017183029323289398,0.013277875669896211
extends,0.0,0.00091564308776025,0.0,0.0012757641488204223,0.002614367283444029,0.0,0.000283653182362776,0.002638810642225356,0.0010215971170075449,0.0033713067162905843
false,0.0,0.0,0.005342609417534425,0.0,0.005122588466125402,0.0,0.0,0.0,6.80517346581439e-05,0.0
final,0.010948104106793595,0.0014994671495802577,0.00940457865714632,0.004075412492502695,0.019000460841644244,0.01427976234453917,0.021046305697060584,0.024365637771077427,0.02549479184006944,0.015487358690567204
finally,0.002817032424167906,0.0,0.005716986658791528,0.0008618902654473116,0.0,0.0,0.0,9.28512945707701e-05,0.0016453615043526834,0.0
float,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.015737862686524485,0.0,0.0
for,0.018373962775197594,0.02128092184920899,0.019942150032297226,0.0032339643402164034,0.006981907191450013,0.00642318756323369,0.029173401229978496,0.009973212030143667,0.026767115678690275,0.023123485226986325
goto,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
if,0.0010227165594221496,0.016741578977669258,0.01642018104221564,0.009655811708777887,0.011172366912784065,0.005634780485421482,0.01774122041629774,0.024925983956224043,0.011111181599673106,0.015986749155985608
implements,0.0031512529700607967,0.002815728652867356,0.0,0.0006679970772848281,0.0017155043282804532,0.0019301427278262814,0.00502170404904088,0.0,0.0013033155895589266,0.000662579074145908
import,0.11643629974861408,0.06847371405556836,0.036921475576047066,0.11773545110251642,0.05663423270831099,0.0940720131356367,0.0817798350105702,0.03166122911031884,0.038195398623301846,0.17081738405175043
instanceof,0.0001501535384010371,0.005494109350062241,0.005108143914258764,0.011522767704319458,0.003661969448481964,0.0033336828823324017,0.0014198862075790904,0.004833825974871785,0.00293854745830206,0.0044932554950691695
int,0.009381067541074579,0.009301084050151377,0.00481952975696736,0.008897609765952115,0.024817228590506595,0.002623007021455337,0.012442982086605735,0.012601627642548427,0.006093013255259325,0.01681885876866776
interface,0.0,0.0,0.0,0.0,4.607755055272703e-05,0.0,0.0,0.0,0.0,0.0
long,0.013735121972490882,0.006292927182261147,0.004714130152737176,0.013274581638586701,0.016821324001470336,0.0022843713874983935,0.0022764011437720107,0.01056179898232382,0.010257595300824127,0.00871432789730634
native,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
new,0.02839818455239045,0.014136064285914922,0.002381542620756612,0.02410918274790637,0.0022037604942891065,0.018363192105742124,0.008766767564232844,0.009447142545151586,0.024665320319100053,0.016184879559639608
null,0.011714310181936187,0.05627505985580646,0.017140130377040225,0.019689234677962797,0.007130963052393289,0.012675750383864655,0.005483371060490277,0.013888609076632797,0.0319564666104735,0.010118248497508253
package,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
