TARGET_CLASS,BranchCoverage
com.google.common.util.concurrent.CombinedFuture,0.0
com.google.common.util.concurrent.CycleDetectingLockFactory,0.6082474226804123
com.google.common.util.concurrent.ExecutionError,1.0
com.google.common.util.concurrent.ExecutionList,1.0
com.google.common.util.concurrent.FakeTimeLimiter,1.0
com.google.common.util.concurrent.ForwardingBlockingDeque,0.0
com.google.common.util.concurrent.ForwardingBlockingQueue,0.0
com.google.common.util.concurrent.ForwardingCheckedFuture,0.0
com.google.common.util.concurrent.ForwardingExecutorService,0.0
com.google.common.util.concurrent.ForwardingFuture,0.0
com.google.common.util.concurrent.ForwardingListenableFuture,0.0
com.google.common.util.concurrent.ForwardingListeningExecutorService,0.0
com.google.common.util.concurrent.Futures,0.0
com.google.common.util.concurrent.FuturesGetChecked,0.6720867208672086
com.google.common.util.concurrent.GwtFuturesCatchingSpecialization,0.0
com.google.common.util.concurrent.ImmediateFuture,0.9888888888888889
com.google.common.util.concurrent.InterruptibleTask,0.0
com.google.common.util.concurrent.JdkFutureAdapters,0.0
com.google.common.util.concurrent.ListenableFutureTask,1.0
com.google.common.util.concurrent.ListenerCallQueue,0.6875000000000001
com.google.common.util.concurrent.Monitor,0.11374407582938388
com.google.common.util.concurrent.MoreExecutors,0.476271186440678
com.google.common.util.concurrent.Partially,1.0
com.google.common.util.concurrent.Platform,1.0
com.google.common.util.concurrent.RateLimiter,0.9428571428571428
com.google.common.util.concurrent.Runnables,0.33333333333333337
com.google.common.util.concurrent.SerializingExecutor,0.7407407407407407
com.google.common.util.concurrent.ServiceManager,0.6714285714285716
com.google.common.util.concurrent.SettableFuture,1.0
com.google.common.util.concurrent.SimpleTimeLimiter,0.33749999999999997
com.google.common.util.concurrent.SmoothRateLimiter,1.0
com.google.common.util.concurrent.Striped,0.8567164179104478
com.google.common.util.concurrent.ThreadFactoryBuilder,0.6666666666666667
com.google.common.util.concurrent.TimeoutFuture,0.0
com.google.common.util.concurrent.TrustedListenableFutureTask,0.8800000000000001
com.google.common.util.concurrent.UncaughtExceptionHandlers,1.0
com.google.common.util.concurrent.UncheckedExecutionException,1.0
com.google.common.util.concurrent.UncheckedTimeoutException,1.0
com.google.common.util.concurrent.Uninterruptibles,0.40487804878048783
com.google.common.util.concurrent.WrappingExecutorService,0.0
com.google.common.util.concurrent.WrappingScheduledExecutorService,0.0
com.google.common.xml.XmlEscapers,1.0
com.google.thirdparty.publicsuffix.TrieParser,0.9833333333333332
dagger.internal.DaggerCollections,1.0
dagger.internal.DelegateFactory,1.0
dagger.internal.DoubleCheck,0.56875
dagger.internal.InstanceFactory,0.7999999999999999
dagger.internal.MapFactory,1.0
dagger.internal.MapProviderFactory,1.0
dagger.internal.MembersInjectors,1.0
dagger.internal.Preconditions,0.9000000000000001
dagger.internal.ProviderOfLazy,0.5
dagger.internal.ReferenceReleasingProvider,0.7741935483870969
dagger.internal.ReferenceReleasingProviderManager,0.846153846153846
dagger.internal.SetFactory,0.8115384615384615
