algo,mean_absolute_error-AUC,mean_squared_error,median_abs_error,r2_score
mlp,0.1711170350298254,0.056672030965816564,0.12188038468286858,0.3623409012891564
huber,0.4879970883651659,0.6336909700668231,0.4640335661701026,-6.204413796139384
rfr,0.1520285543976491,0.0463054012546067,0.11036293814454648,0.4789173056013393
svr,0.15583015139847742,0.056387509205006285,0.08779496723905013,0.3635061377682058
