algo,mean_absolute_error-AUC,mean_squared_error,median_abs_error,r2_score
mlp,0.1713945124660194,0.055583564017863116,0.11584169113536202,0.2914189910559676
huber,0.4799647613713409,0.5492761813673969,0.4541828420814762,-6.010688960599798
rfr,0.1461033287604704,0.046033639839240886,0.09726414109224282,0.4124722315767593
svr,0.14984512695656552,0.0581138615594187,0.07091198705037896,0.26066607895241745
