algo,mean_absolute_error-AUC,mean_squared_error,median_abs_error,r2_score
huber,0.43379520778558267,3.4873836429987057,0.32764534965194697,-28.754794530569363
svr,0.2311493140314463,0.07678085097327123,0.21464364321881044,0.3045668705511757
rfr,0.2166711538855067,0.07062645230855336,0.1920217386789128,0.3635823939513033
mlp,0.2576733621119193,0.13773755030268772,0.2307716104988257,-0.2850884319501681
