algo,mean_absolute_error-AUC,mean_squared_error,median_abs_error,r2_score
huber,0.4123310091243086,2.0563589959867263,0.31862869017802764,-15.106940273189814
svr,0.2327554714221028,0.07724831603387372,0.2201479853381077,0.30396979605731256
rfr,0.22113855583231834,0.07316771149395848,0.1974423765681452,0.3476894372246439
mlp,0.25684629707049283,0.14219479505746874,0.22431468127633974,-0.25466459511222905
