algo,mean_absolute_error-AUC,mean_squared_error,median_abs_error,r2_score
huber,0.4036835248784415,1.3398083859687056,0.3189603709503514,-11.900760035508762
svr,0.24409952139472604,0.0826788308603843,0.2303678593965752,0.2682339852217144
rfr,0.22463449863901053,0.07726480677602184,0.19521215610876444,0.322061223769312
mlp,0.27081850251428297,0.12420203537187892,0.2613488386087596,-0.12456585050418155
