algo,mean_absolute_error-AUC,mean_squared_error,median_abs_error,r2_score
huber,0.4551041103957602,4.5486359812548,0.3302714521301221,-37.725121717997936
svr,0.23170163443605174,0.07697383985495287,0.2201414354117887,0.3204376275729046
rfr,0.21762102616829876,0.07314024527767103,0.18541695997503785,0.3582720304036684
mlp,0.2606530909490366,0.18719530419071212,0.2269207520780121,-0.6009536814946349
