,0,1,2,3,4,5,6,7,8,9
cbo,0.0846739376663173,0.07773448295945606,0.09780506225359617,0.09530773278908317,0.0655892866666263,0.09283567163279463,0.0656822304030078,0.06073190865522448,0.05720819675801198,0.06712762288591308
wmc,0.014311122666754779,0.013098067325816198,0.013120614285746209,0.011447614036324483,0.011503295980275262,0.010895480058125948,0.011219004547382349,0.014564796238991559,0.012208975628693488,0.013523781575541573
dit,0.008679801276002179,0.010421457270832539,0.012319838478633768,0.010728889831299281,0.011248255432149412,0.010801503380948424,0.008711020148153057,0.00981551597981734,0.009764612516960177,0.011773643307607745
noc,0.0020650794922207,0.0025795377417569196,0.002081351952300535,0.001709172069762924,0.003078176767399266,0.0027700231544637503,0.001668652600494468,0.002784152626770673,0.00326534317837309,0.002923661533279276
rfc,0.16846778911196297,0.17743083368827461,0.12811009760742373,0.1696705366561975,0.24109838348892357,0.21810588822657026,0.18793055190796196,0.2129802340221407,0.21919734319973572,0.14926966600058278
lcom,0.007900408027076594,0.007706643544179652,0.011736098640813344,0.013616616838165006,0.011481287137554063,0.012177626092382004,0.011772825367958314,0.011233319698897482,0.009938348619505951,0.008702294449634395
nom,0.016395991255791713,0.014107229823068768,0.01827840881176238,0.013293603459163134,0.017286855606102033,0.013271504479605466,0.016892614861001114,0.011173497426554555,0.012584053167361019,0.01396531664079232
nopm,0.0199952726266551,0.028704226386874074,0.025397286116889486,0.02653698310599564,0.019594778386425055,0.03332658044078554,0.0222309315684582,0.025266068097891115,0.025804787559655023,0.025305787338219473
nosm,0.005307489458817297,0.007789208932827123,0.006645901751103988,0.00569651338470795,0.0067382036667169585,0.008493998835355164,0.007386919804547787,0.005193180027700918,0.005325661336608882,0.004965248271214124
nof,0.007749760531543536,0.009890570017009616,0.006094295447447638,0.008351296145896357,0.010403823247276359,0.00685844390145571,0.008308999547818746,0.008580406571362477,0.009609980317659642,0.008289046659319956
nopf,0.0023767503180037054,0.0032301703607841704,0.0028986346649127735,0.0020176462017292827,0.002922599350212917,0.0033914959309894912,0.002609970336214168,0.004202225014897467,0.0029634922897401475,0.004282438886671128
nosf,0.005942817153485416,0.006284169230263076,0.007783979474940251,0.0057868569337098585,0.005274092959547921,0.005118205994807034,0.007694593375798717,0.009051451694346027,0.004144988576392799,0.005196251248830809
nosi,0.00849398272235493,0.007080097917068121,0.010679882583577499,0.007724903354179897,0.009212028952698409,0.008338999863930186,0.01055623007352442,0.007750162752745492,0.009863817825763429,0.010144131533500278
loc,0.018741610959862834,0.017347761437506642,0.017758538190027408,0.01970154503145648,0.014969277391621223,0.017927872549256815,0.021658717082184434,0.013655986499462541,0.01801798594748484,0.017312044931247574
vocabulary,0.018412340586693218,0.017382915582573315,0.016875751955675616,0.026225596130966613,0.02887600689838548,0.023316756378800985,0.018619415609779092,0.0265404323576079,0.017419759224296703,0.02699675515835083
length,0.008991399922643684,0.009585190486763774,0.009005028869285064,0.00940478265490496,0.010100987811881247,0.009439825047302348,0.00958711116513505,0.010295402792871163,0.0080707130363054,0.009707701611389796
calculated_length,0.038903959134203456,0.02340507745464518,0.02505627966984527,0.023608479402143893,0.022394679474157412,0.015844554072938086,0.03416446968364342,0.04630565277280819,0.02506056998871054,0.02952351163144395
volume,0.010753195713279713,0.00869957394524257,0.006910608909630747,0.007189602482007797,0.009243880854632545,0.008471719754164296,0.007812274858813459,0.008628008905914364,0.007308179010183456,0.008642196173991465
difficulty,0.013520818732503333,0.013889954892784781,0.014024885825326388,0.013219001429846248,0.012589505125038683,0.008597162252705981,0.010320027444907637,0.011555622187334007,0.013139654587634617,0.008584279661740383
effort,0.005397828996026628,0.00631347000183063,0.005721664178251852,0.007414307909824903,0.005922295144045505,0.006773648255102722,0.0072996227807456794,0.007389636609894122,0.008458349443244756,0.00723870602394787
time,0.005712499093569122,0.007048882255984077,0.0058574544523035755,0.00794457352696569,0.007570732397152983,0.0071396721195502635,0.005548281254282212,0.00550761571641043,0.005056791175375402,0.006097209578399816
