project,class,branch_coverage
math,org.apache.commons.math3.complex.Complex,0.8780219780219782
math,org.apache.commons.math3.complex.ComplexFormat,0.6578947368421053
math,org.apache.commons.math3.complex.ComplexUtils,1.0
math,org.apache.commons.math3.complex.Quaternion,0.84375
math,org.apache.commons.math3.complex.RootsOfUnity,1.0
math,org.apache.commons.math3.dfp.BracketingNthOrderBrentSolverDFP,0.030303030303030293
math,org.apache.commons.math3.dfp.DfpField,0.8478260869565217
math,org.apache.commons.math3.distribution.BinomialDistribution,1.0
math,org.apache.commons.math3.distribution.ConstantRealDistribution,1.0
math,org.apache.commons.math3.distribution.EnumeratedIntegerDistribution,0.9583333333333334
math,org.apache.commons.math3.distribution.KolmogorovSmirnovDistribution,0.25
math,org.apache.commons.math3.distribution.PascalDistribution,1.0
