,0,1,2,3,4,5,6,7,8,9
cbo,0.023200188139434978,0.008524623266851826,0.019405607803557778,0.03252813244751484,0.014088526579141112,0.012204505386901472,0.01156700976245124,0.03424636836610352,0.01327151804624805,0.03295030496410237
wmc,0.008027022628659158,0.016250545211602817,0.008031736594906216,0.011503361383311067,0.015039606999018223,0.013958566565184785,0.019104464057651434,0.00619415159721861,0.023973198681718356,0.009332751302761816
dit,0.00466118818736916,0.009018414426568781,0.015702325813897595,0.009062199562490143,0.01163823361757348,0.004009632362284514,0.006601298108383004,0.028821353074391,0.00728199016018675,0.002077732546678878
noc,8.503076820779695e-05,0.0006133158784786359,0.00130741222244452,0.0011633165281220504,0.001006770309620438,4.914466924431962e-06,8.354300870890047e-09,0.000360475279707601,0.00011072441821706752,6.05478543642652e-05
rfc,0.1956559548534978,0.1846807722911767,0.19746142586542426,0.17025596816587163,0.13790364806665867,0.15311414385733474,0.12036443378583547,0.059806967478351195,0.17602625027066274,0.14184768461276998
lcom,0.011581418898026618,0.007674646737742649,0.0125603660082206,0.011905578714349841,0.019288660004840474,0.018198493473835897,0.012774653099678391,0.0266909091072125,0.021098265125210763,0.012496725209641357
nom,0.01785676525524218,0.02508336718103283,0.013950666700251675,0.013357036946742791,0.029509520655540317,0.009412299197348442,0.019867127087605792,0.01800289160767783,0.012323203101342757,0.022906032928171772
nopm,0.013127920722614907,0.004378223973026563,0.020447880572950158,0.025210506024052268,0.021353076838795608,0.011723094344773477,0.01638436836899829,0.025443960592804085,0.008956753237478379,0.01609755933922774
nosm,0.01238389847640364,0.01260846204428615,0.009216389561691168,0.0032063232059771182,0.018128528660043476,0.006809398988308769,0.02056137627174546,0.011589389487863554,0.0038060354409299568,0.009552620543174451
nof,0.010582138112371332,0.013082558621214643,0.006820712512285119,0.015696089812599956,0.007621702786153775,0.009018409440714581,0.012762552564219013,0.004574697868037218,0.00746624019515936,0.017498753393530825
nopf,0.012474115676800608,0.0016399774002097492,0.008279471737348864,0.012684441158974574,0.01739540513680663,0.0048529171828684044,0.0032258700191993873,0.002229403068332412,0.022111094540089454,0.013819922018372044
nosf,0.006503892622888743,0.008331120462932759,0.01288492405697362,0.010391377231451475,0.011845238669517618,0.022779498072279032,0.0004282368366232122,0.007473496162560354,0.013617184290129234,0.010009369497267098
nosi,0.007546433025357676,0.016905425048618916,0.017323034526749624,0.015265392220566186,0.008516356491774209,0.027000871804279604,0.007177549129541001,0.004273815056009051,0.016453856696716358,0.007202340223575694
loc,0.014849380226243753,0.016059373372112776,0.0343916699856956,0.021244900974015588,0.012309318106995816,0.02689111500690461,0.02486599862281922,0.008248139749512192,0.01771327832864833,0.024434876052298535
vocabulary,0.011352262452110212,0.004568142117671602,0.005828287808318782,0.010008420639786485,0.00996387176999057,0.0036275337034055006,0.0028704813940682718,0.002992259582273985,0.011556138329198808,0.008200775983649062
length,0.0012098913445539848,0.0034037225274330127,0.007225442515631553,0.005059157407355847,0.004687631186048095,0.016946517376299684,0.00632898348507373,0.0022056539081237022,0.005218464499958175,0.014079321637232706
calculated_length,0.01662548448043164,0.01619329659776469,0.014346452200681637,0.009554967895212586,0.01633449463383679,0.012687328266874931,0.008413556669403549,0.028409407112866623,0.011266703990321548,0.030203099920009923
volume,0.00985905722778256,0.0036819221471015022,0.00420742245272005,0.001515077620812735,0.0032126204371161968,0.010585839266216725,0.0034238910649418814,0.0014046227123413796,0.0018182345678006216,0.009818669852127215
difficulty,0.021988149070563238,0.01528084332279516,0.0036672390183442294,0.014502689474685172,0.023178171550366177,0.017180502994325917,0.028203649518934965,0.019690483705606714,0.00709578680830592,0.030625032715809766
effort,0.005911856470352006,0.0032620752598453723,0.007682533858540531,0.0018707163678788425,0.01112609986246708,0.0022242971719572784,0.0016354940000517816,0.012600198318409087,0.01108983186655657,0.011434989227509563
time,0.00876873301073879,0.009022756162154495,0.004239929265259237,0.0018964323052198576,0.011268274275234205,0.002882615323291413,0.008654001155055602,0.008552740434756338,0.006666198358278699,0.015169750508711869
bugs,0.002836186015654443,0.0038758119628460063,0.005790217762800542,0.011181053819813162,0.0035212630440721922,0.003329209370481227,0.007054492837076152,0.005226409705804987,0.00859841672453379,0.006535614153366353
A,0.051204537446323944,0.042908281213218456,0.034144249873860374,0.03858901986777221,0.03744902934185837,0.02507227802433358,0.018545331015023855,0.05067155830256827,0.01810209887102604,0.0472386727019766
Ca,0.0163235169275333,0.0033114276460751383,0.008465345036569233,0.00474464753665595,0.013810236518816188,0.014920278251008723,0.012902315195614916,0.02515842503083881,0.006263611722645492,0.008635535620339623
Ce,0.053287630871528546,0.05215823644255187,0.07305842403034175,0.08083790951691669,0.01725453809478649,0.03608741738805988,0.040584872444941966,0.04828374014936623,0.0824224134400287,0.06956901732927598
D,0.016535858524565124,0.0205941607685333,0.012636276894342687,0.02007396997770424,0.01502722386265472,0.010593463145408556,0.01290395165119232,0.03222703193471818,0.01996033893104282,0.01436319571170111
I,0.01807321339891354,0.01781453092695209,0.016818093384802536,0.009488061683861232,0.02606406357823666,0.018106893929695028,0.017896149598992883,0.018051468128657995,0.01796505930015211,0.01551026009582145
V,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
abstract,0.0,3.598263062869597e-07,0.0010372815628975289,0.0004032431284523269,0.0007449208260727517,0.0,8.506416573404099e-05,0.0,2.066420039850283e-05,0.0
assert,0.03052817202290131,0.041248321075209204,0.010309608889220683,0.030924986180105772,0.025415535081462916,0.028915128977405054,0.06162941498565607,0.011724001479760278,0.031227346496751216,0.002184599966636216
boolean,0.02348697753965417,0.006066769733332925,0.006607495109457093,0.017691189328044706,0.01268843557364987,0.021519123596016543,0.010951961583350973,0.015289574916687067,0.013640857489173373,0.009433050932193354
break,0.0,1.879288759015924e-05,1.4507758930989687e-06,0.0,0.0,0.0,2.108546248143586e-08,1.5842264629057828e-07,9.487030289129032e-07,0.0
byte,0.0008402091252165648,0.0003846390246367686,0.0007143192446327577,0.00030494028074168204,0.0012780300506441645,0.0013138942142965381,0.0005044668483137407,1.996481608483033e-05,0.00014507206575364257,0.0005856893677200809
case,0.00605189915857946,0.004074874382977862,0.006911938267417516,0.0021599314240982733,0.0012784531030380585,0.0032175057249148823,0.0033359884717422674,0.0009273716633954351,0.01180475038203192,0.0018733590849066232
catch,0.0008375857574961355,0.0014333432438153881,2.5187605982937604e-05,3.976441008105465e-05,0.007184879449521294,0.012309617634853966,0.001317988489950215,0.0027929810886240937,0.003849745324037947,0.0003287019038187357
char,0.001201335807247959,0.0022573928125027816,0.0005684388561370873,0.0005368955039105006,0.0032741432103534965,0.0029232778661024347,0.001996135456500345,0.00011044225627612602,1.4156209663718998e-05,3.650584573384733e-05
const,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
continue,6.064831906343014e-05,1.6716137126968741e-06,3.446364810302287e-05,0.0,0.0,0.0020970147279870937,0.0,5.595426191806457e-06,0.004183476276072036,0.0003316089047790449
default,0.001399821777767933,0.007153517061502018,0.005320295096063335,0.010928262349263921,0.016973365964257144,0.013825623319881637,0.019252367646628597,0.008203616552836353,0.0049752552720223435,0.01327719787178223
do,0.0028544588504603933,1.605362029472384e-05,0.0050520387880726,0.0015181840371822487,0.002969638400051796,0.006592108510426113,0.00021345114114583246,0.0064109496626620546,0.008686462586800102,0.0013262300677088406
double,0.03138636612103736,0.041022285980496606,0.02173904234162028,0.01701573644702592,0.05039022606386562,0.012270763710704017,0.04104041419769382,0.043804390663994865,0.006848395764738331,0.004999794021379421
else,0.009617409672065825,0.005184236863185578,0.008550097615963813,0.007948000234029102,0.0064178631451573724,0.005381255106724778,0.03108399034028369,0.012642171022773107,0.011646884668338488,0.017912372046599186
extends,0.0027126603899568294,0.0013135960237337678,0.0005631189050109263,0.003667358359320942,0.006204470040365563,0.004040179923594733,0.008476694064088242,0.0010692494807919,0.00878027839708374,0.002885740613118084
false,0.0001872169419151146,0.003523575139124565,0.001842950457739059,0.003523730105048445,0.003268217792694452,0.0016781093223902557,0.002065889228842946,0.00021123094734964485,2.7608706605294635e-05,0.00029309826910305906
final,0.00851976252956915,0.01784189569375488,0.02489522929497503,0.007568812222057705,0.020529257322262823,0.010138712784467131,0.012144201706032323,0.013038074307962739,0.011645336470652324,0.021088681035108133
